id,slug,url,brand,supplier,supplierSourceUrl,range,rangeSlug,colour,category,shortDescription,thickness,boardSize,packSizeM2,installationMethod,finish,warrantySummary,suitableUse,cautionNotes,stockStatusLabel,primaryImage,altText,galleryStatus,specSheetUrl,wearLayer,coreType,acousticBacking,waterResistance,acRating,edgeDetail,species,totalThickness,structureCore,surfaceFinish,gradeCharacter,boardWidth,rawOrPrefinished,sandingFinishingNotes,plankOrTileFormat,commercialSuitability,sourceTag
hardwood-collection-copper-still,hardwood-collection-copper-still,/products/hardwood-collection-copper-still/,,,,Hardwood Collection,hardwood-collection,Copper Still,Engineered timber,"Hardwood Collection Copper Still is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",1900mm length (nested shorts) 2mm Solid Hickory wear layer. Pack Size: 2.155m2 /,,2.155220.5.2,Instruction Click Download Warranty Download Brochure - Elk Falls Hickory Downlo,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/copper-still/copper-still-swatch.webp,Copper Still Hardwood Collection flooring,multi-image,,can be refurbished and rejuvenated if required Janka Hardness scale 9.5kN Downlo,,,,,,,1900mm length (nested shorts) 2mm Solid Hickory wear layer. Pack Size: 2.155m2 /,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-coral-cay,hardwood-collection-coral-cay,/products/hardwood-collection-coral-cay/,,,,Hardwood Collection,hardwood-collection,Coral Cay,Engineered timber,"Hardwood Collection Coral Cay is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Instruction T&G Ranges Download Installation Instruction Parquetry Download Warr,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/coral-cay/coral-cay-swatch.webp,Coral Cay Hardwood Collection flooring,multi-image,,can be refurbished and rejuvenated when required. Download Brochure Dimension 19,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-crema,hardwood-collection-crema,/products/hardwood-collection-crema/,,,,Hardwood Collection,hardwood-collection,Crema,Engineered timber,"Hardwood Collection Crema is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Instruction T&G Ranges Download Installation Instruction Click Download Warranty,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/crema/crema-swatch.webp,Crema Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-crystal,hardwood-collection-crystal,/products/hardwood-collection-crystal/,,,,Hardwood Collection,hardwood-collection,Crystal,Engineered timber,"Hardwood Collection Crystal is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Download Acoustic Test Iconic Download Fire Test Download Floor Care Download Sp,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/crystal/crystal-swatch.webp,Crystal Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-crystal-lake,hardwood-collection-crystal-lake,/products/hardwood-collection-crystal-lake/,,,,Hardwood Collection,hardwood-collection,Crystal Lake,Engineered timber,"Hardwood Collection Crystal Lake is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Download Acoustic Test 8mm Aspire Hybrid Download Slip Test - Oil Wet Inclining,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/crystal-lake/crystal-lake-swatch.webp,Crystal Lake Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-deep-brown,hardwood-collection-deep-brown,/products/hardwood-collection-deep-brown/,,,,Hardwood Collection,hardwood-collection,Deep Brown,Engineered timber,"Hardwood Collection Deep Brown is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Download Acoustic Test 7.5mm Easi-Plank Hybrid Plank Download Acoustic Test 8mm,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/deep-brown/deep-brown-swatch.webp,Deep Brown Hardwood Collection flooring,multi-image,,Plank or Parquetry Download Installation Download Acoustic Test 7.5mm Easi-Plank,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-delta-sand,hardwood-collection-delta-sand,/products/hardwood-collection-delta-sand/,,,,Hardwood Collection,hardwood-collection,Delta Sand,Engineered timber,"Hardwood Collection Delta Sand is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,WR Laminate Download Warranty Download Brochure - Oakleaf HD PLUS Laminate Downl,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/delta-sand/delta-sand-swatch.webp,Delta Sand Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-doeskin,hardwood-collection-doeskin,/products/hardwood-collection-doeskin/,,,,Hardwood Collection,hardwood-collection,Doeskin,Engineered timber,"Hardwood Collection Doeskin is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Download Acoustic Test 7.5mm Easi-Plank Hybrid Plank Download Acoustic Test 8mm,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/doeskin/doeskin-swatch.webp,Doeskin Hardwood Collection flooring,multi-image,,Plank or Parquetry Download Installation Download Acoustic Test 7.5mm Easi-Plank,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-double-char,hardwood-collection-double-char,/products/hardwood-collection-double-char/,,,,Hardwood Collection,hardwood-collection,Double Char,Engineered timber,"Hardwood Collection Double Char is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",1900mm length (nested shorts) 2mm Solid Hickory wear layer. Pack Size: 2.155m2 /,,2.155220.5.2,Instruction Click Download Warranty Download Brochure - Elk Falls Hickory Downlo,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/double-char/double-char-swatch.webp,Double Char Hardwood Collection flooring,multi-image,,can be refurbished and rejuvenated if required Janka Hardness scale 9.5kN Downlo,,,,,,,1900mm length (nested shorts) 2mm Solid Hickory wear layer. Pack Size: 2.155m2 /,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-dover-grey,hardwood-collection-dover-grey,/products/hardwood-collection-dover-grey/,,,,Hardwood Collection,hardwood-collection,Dover Grey,Engineered timber,"Hardwood Collection Dover Grey is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Instruction T&G Ranges Download Installation Instruction Click Download Warranty,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/dover-grey/dover-grey-swatch.webp,Dover Grey Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-dublin,hardwood-collection-dublin,/products/hardwood-collection-dublin/,,,,Hardwood Collection,hardwood-collection,Dublin,Engineered timber,"Hardwood Collection Dublin is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Aquastop MR Laminate Download Warranty Download Floor Instruction Download Broch,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/dublin/dublin-swatch.webp,Dublin Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-ebony,hardwood-collection-ebony,/products/hardwood-collection-ebony/,,,,Hardwood Collection,hardwood-collection,Ebony,Engineered timber,"Hardwood Collection Ebony is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Instruction T&G Ranges Download Installation Instruction Click Download Warranty,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/ebony/ebony-swatch.webp,Ebony Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
